"NAME_2","GID_2"
"almeida","COL.6.1_1"
"aquitania","COL.6.2_1"
"arcabuco","COL.6.3_1"
"belen","COL.6.4_1"
"berbeo","COL.6.5_1"
"beteitiva","COL.6.6_1"
"boavita","COL.6.7_1"
"boyaca","COL.6.8_1"
"briceno","COL.6.9_1"
"buenavista","COL.6.10_1"
"busbanza","COL.6.11_1"
"caldas","COL.6.12_1"
"campohermoso","COL.6.13_1"
"cerinza","COL.6.14_1"
"chinavita","COL.6.15_1"
"chiquinquira","COL.6.16_1"
"chiquiza","COL.6.17_1"
"chiscas","COL.6.18_1"
"chita","COL.6.19_1"
"chitaraque","COL.6.20_1"
"chivata","COL.6.21_1"
"chivor","COL.6.22_1"
"cienaga","COL.6.23_1"
"combita","COL.6.24_1"
"coper","COL.6.25_1"
"corrales","COL.6.26_1"
"covarachia","COL.6.27_1"
"cubara","COL.6.28_1"
"cucaita","COL.6.29_1"
"cuitiva","COL.6.30_1"
"duitama","COL.6.31_1"
"el cocuy","COL.6.32_1"
"el espino","COL.6.33_1"
"firavitoba","COL.6.34_1"
"floresta","COL.6.35_1"
"gachantiva","COL.6.36_1"
"gameza","COL.6.37_1"
"garagoa","COL.6.38_1"
"guacamayas","COL.6.39_1"
"guateque","COL.6.40_1"
"guayata","COL.6.41_1"
"guican","COL.6.42_1"
"iza","COL.6.43_1"
"jenesano","COL.6.44_1"
"jerico","COL.6.45_1"
"la capilla","COL.6.46_1"
"la uvita","COL.6.47_1"
"la victoria","COL.6.48_1"
"labranzagrande","COL.6.49_1"
"macanal","COL.6.50_1"
"maripi","COL.6.51_1"
"miraflores","COL.6.52_1"
"mongua","COL.6.53_1"
"mongui","COL.6.54_1"
"moniquira","COL.6.55_1"
"motavita","COL.6.56_1"
"muzo","COL.6.57_1"
"nobsa","COL.6.58_1"
"nuevo colon","COL.6.59_1"
"oicata","COL.6.60_1"
"otanche","COL.6.61_1"
"pachavita","COL.6.62_1"
"paez","COL.6.63_1"
"paipa","COL.6.64_1"
"pajarito","COL.6.65_1"
"panqueba","COL.6.66_1"
"pauna","COL.6.67_1"
"paya","COL.6.68_1"
"paz de rio","COL.6.69_1"
"pesca","COL.6.70_1"
"pisba","COL.6.71_1"
"puerto boyaca","COL.6.72_1"
"quipama","COL.6.73_1"
"ramiriqui","COL.6.74_1"
"raquira","COL.6.75_1"
"rondon","COL.6.76_1"
"saboya","COL.6.77_1"
"sachica","COL.6.78_1"
"samaca","COL.6.79_1"
"san eduardo","COL.6.80_1"
"san jose de pare","COL.6.81_1"
"san luis de gaceno","COL.6.82_1"
"san mateo","COL.6.83_1"
"san miguel de sema","COL.6.84_1"
"san pablo de borbur","COL.6.85_1"
"santa maria","COL.6.86_1"
"santa rosa de viterbo","COL.6.87_1"
"santa sofia","COL.6.88_1"
"santana","COL.6.89_1"
"sativanorte","COL.6.90_1"
"sativasur","COL.6.91_1"
"siachoque","COL.6.92_1"
"soata","COL.6.93_1"
"socha","COL.6.94_1"
"socota","COL.6.95_1"
"sogamoso","COL.6.96_1"
"somondoco","COL.6.97_1"
"sora","COL.6.98_1"
"soraca","COL.6.99_1"
"sotaquira","COL.6.100_1"
"susacon","COL.6.101_1"
"sutamarchan","COL.6.102_1"
"sutatenza","COL.6.103_1"
"tasco","COL.6.104_1"
"tenza","COL.6.105_1"
"tibana","COL.6.106_1"
"tibasosa","COL.6.107_1"
"tinjaca","COL.6.108_1"
"tipacoque","COL.6.109_1"
"toca","COL.6.110_1"
"togui","COL.6.111_1"
"topaga","COL.6.112_1"
"tota","COL.6.113_1"
"tunja","COL.6.114_1"
"tunungua","COL.6.115_1"
"turmeque","COL.6.116_1"
"tuta","COL.6.117_1"
"tutaza","COL.6.118_1"
"umbita","COL.6.119_1"
"ventaquemada","COL.6.120_1"
"villa de leyva","COL.6.121_1"
"viracacha","COL.6.122_1"
"zetaquira","COL.6.123_1"
"sin informacion","Sin Informacion"
