"NAME_2","GID_2"
"adamantina","BRA.25.1_1"
"adolfo","BRA.25.2_1"
"aguai","BRA.25.3_1"
"aguas da prata","BRA.25.4_1"
"aguas de lindoia","BRA.25.5_1"
"aguas de santa barbara","BRA.25.6_1"
"aguas de sao pedro","BRA.25.7_1"
"agudos","BRA.25.8_1"
"alambari","BRA.25.9_1"
"alfredo marconde","BRA.25.10_1"
"altair","BRA.25.11_1"
"altinopolis","BRA.25.12_1"
"alto alegre","BRA.25.13_1"
"aluminio","BRA.25.14_1"
"alvares florence","BRA.25.15_1"
"alvares machado","BRA.25.16_1"
"alvaro de carvalho","BRA.25.17_1"
"alvinlandia","BRA.25.18_1"
"americana","BRA.25.19_1"
"americo brasiliense","BRA.25.20_1"
"americo de campos","BRA.25.21_1"
"amparo","BRA.25.22_1"
"analandia","BRA.25.23_1"
"andradina","BRA.25.24_1"
"angatuba","BRA.25.25_1"
"anhembi","BRA.25.26_1"
"anhumas","BRA.25.27_1"
"aparecida","BRA.25.29_1"
"aparecida doeste","BRA.25.28_1"
"apiai","BRA.25.30_1"
"aracariguama","BRA.25.31_1"
"aracatuba","BRA.25.32_1"
"aracoiaba da serra","BRA.25.33_1"
"aramina","BRA.25.34_1"
"arandu","BRA.25.35_1"
"arapei","BRA.25.36_1"
"araraquara","BRA.25.37_1"
"araras","BRA.25.38_1"
"arco-iris","BRA.25.39_1"
"arealva","BRA.25.40_1"
"areias","BRA.25.41_1"
"areiopolis","BRA.25.42_1"
"ariranha","BRA.25.43_1"
"artur nogueira","BRA.25.44_1"
"aruja","BRA.25.45_1"
"aspasia","BRA.25.46_1"
"assis","BRA.25.47_1"
"atibaia","BRA.25.48_1"
"auriflama","BRA.25.49_1"
"avai","BRA.25.50_1"
"avanhandava","BRA.25.51_1"
"avare","BRA.25.52_1"
"bady bassitt","BRA.25.53_1"
"balbinos","BRA.25.54_1"
"balsamo","BRA.25.55_1"
"bananal","BRA.25.56_1"
"barao de antonina","BRA.25.57_1"
"barbosa","BRA.25.58_1"
"bariri","BRA.25.59_1"
"barra bonita","BRA.25.60_1"
"barra do chapeu","BRA.25.61_1"
"barra do turvo","BRA.25.62_1"
"barretos","BRA.25.63_1"
"barrinha","BRA.25.64_1"
"barueri","BRA.25.65_1"
"bastos","BRA.25.66_1"
"batatais","BRA.25.67_1"
"bauru","BRA.25.68_1"
"bebedouro","BRA.25.69_1"
"bento de abreu","BRA.25.70_1"
"bernardino de campos","BRA.25.71_1"
