"NAME_2","GID_2"
"acuamanala de miguel hidalgo","MEX.29.1_1"
"altzayanca","MEX.29.2_1"
"amaxac de guerrero","MEX.29.3_1"
"apetatitlan de antonio carvajal","MEX.29.4_1"
"apizaco","MEX.29.5_1"
"atlangatepec","MEX.29.6_1"
"calpulalpan","MEX.29.7_1"
"chiautempan","MEX.29.8_1"
"contla de juan cuamatzi","MEX.29.9_1"
"cuapiaxtla","MEX.29.10_1"
"cuaxomulco","MEX.29.11_1"
"el carmen tequexquitla","MEX.29.12_1"
"espanita","MEX.29.13_1"
"huamantla","MEX.29.14_1"
"hueyotlipan","MEX.29.15_1"
"ixtacuixtla de mariano matamoros","MEX.29.16_1"
"ixtenco","MEX.29.17_1"
"mazatecochco de jose maria morelos","MEX.29.18_1"
"munoz de domingo arenas","MEX.29.19_1"
"nanacamilpa de mariano arista","MEX.29.20_1"
"nativitas","MEX.29.21_1"
"panotla","MEX.29.22_1"
"papalotla de xicohtencatl","MEX.29.23_1"
"san pablo del monte","MEX.29.24_1"
"sanctorum de lazaro cardenas","MEX.29.25_1"
"santa cruz tlaxcala","MEX.29.26_1"
"tenancingo","MEX.29.27_1"
"teolocholco","MEX.29.28_1"
"tepetitla de lardizabal","MEX.29.29_1"
"tepeyanco","MEX.29.30_1"
"terrenate","MEX.29.31_1"
"tetla de la solidaridad","MEX.29.32_1"
"tetlatlahuca","MEX.29.33_1"
"tlaxcala","MEX.29.34_1"
"tlaxco","MEX.29.35_1"
"tocatlan","MEX.29.36_1"
"totolac","MEX.29.37_1"
"tzompantepec","MEX.29.38_1"
"xaloztoc","MEX.29.39_1"
"xaltocan","MEX.29.40_1"
"xicohtzinco","MEX.29.41_1"
"yauhquemecan","MEX.29.42_1"
"zacatelco","MEX.29.43_1"
"zitlaltepec de trinidad sanchez santos","MEX.29.44_1"
"sin informacion","Sin Informacion"
