"Ano","Regiao","Sub_Regiao","Pais","ADM0_ISO","Mes","UnidMaior","GID_1","GeoCodUnidMaior","UnidMenor","GID_2","GeoCodUnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
1985,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina","ARG",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina","ARG",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",17,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",19,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina","ARG",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina","ARG",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina","ARG",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina","ARG",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina","ARG",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina","ARG",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina","ARG",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina","ARG",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina","ARG",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
