Ano,Mes,Semana,Regiao,Sub_Regiao,Pais,UnidMaior,UnidMenor,Especie,Categoria,TotalCasos,TotalNaoConfirmados
1979,0,0,Latin America,Andean Area,Venezuela,NA,NA,Dogs,Dogs,558,NA
1979,0,0,Latin America,Andean Area,Venezuela,NA,NA,Humans,Humans,11,NA
1979,0,0,Latin America,Andean Area,Venezuela,NA,NA,Other Domestic,Other Domestic,4,NA
1979,0,0,Latin America,Andean Area,Venezuela,NA,NA,Wildlife,Other Wild Lives,3,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Bovines,Bovines,2801,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Cats,Cats,6,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Dogs,Dogs,4510,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Humans,Humans,148,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Other Domestic,Other Domestic,362,NA
1979,0,0,Latin America,Brazil,Brazil,NA,NA,Wildlife,Other Wild Lives,32,NA
1979,0,0,Latin America,Central America,Belize,NA,NA,Dogs,Dogs,1,NA
1979,0,0,Latin America,Central America,Costa Rica,NA,NA,Bovines,Bovines,7,NA
1979,0,0,Latin America,Central America,El Salvador,NA,NA,Bovines,Bovines,29,NA
1979,0,0,Latin America,Central America,El Salvador,NA,NA,Cats,Cats,3,NA
1979,0,0,Latin America,Central America,El Salvador,NA,NA,Dogs,Dogs,55,NA
1979,0,0,Latin America,Central America,El Salvador,NA,NA,Humans,Humans,11,NA
1979,0,0,Latin America,Central America,El Salvador,NA,NA,Other Domestic,Other Domestic,2,NA
1979,0,0,Latin America,Central America,Guatemala,NA,NA,Bovines,Bovines,3,NA
1979,0,0,Latin America,Central America,Guatemala,NA,NA,Cats,Cats,19,NA
1979,0,0,Latin America,Central America,Guatemala,NA,NA,Dogs,Dogs,310,NA
1979,0,0,Latin America,Central America,Guatemala,NA,NA,Humans,Humans,10,NA
1979,0,0,Latin America,Central America,Guatemala,NA,NA,Other Domestic,Other Domestic,2,NA
1979,0,0,Latin America,Central America,Honduras,NA,NA,Bovines,Bovines,33,NA
1979,0,0,Latin America,Central America,Honduras,NA,NA,Cats,Cats,16,NA
1979,0,0,Latin America,Central America,Honduras,NA,NA,Dogs,Dogs,225,NA
1979,0,0,Latin America,Central America,Nicaragua,NA,NA,Bovines,Bovines,9,NA
1979,0,0,Latin America,Central America,Nicaragua,NA,NA,Cats,Cats,1,NA
1979,0,0,Latin America,Central America,Nicaragua,NA,NA,Dogs,Dogs,126,NA
1979,0,0,Latin America,Central America,Nicaragua,NA,NA,Humans,Humans,1,NA
1979,0,0,Latin America,Central America,Nicaragua,NA,NA,Wildlife,Other Wild Lives,1,NA
1979,0,0,Latin America,Central America,Panama,NA,NA,Bovines,Bovines,7,NA
1979,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Bovines,Bovines,7,NA
1979,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Cats,Cats,27,NA
1979,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Dogs,Dogs,43,NA
1979,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Other Domestic,Other Domestic,2,NA
1979,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Wildlife,Other Wild Lives,35,NA
1979,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Bovines,Bovines,2,NA
1979,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Cats,Cats,5,NA
1979,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Dogs,Dogs,50,NA
1979,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Other Domestic,Other Domestic,2,NA
1979,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Wildlife,Other Wild Lives,12,NA
1979,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Cats,Cats,1,NA
1979,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Dogs,Dogs,64,NA
1979,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Wildlife,Other Wild Lives,2,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Bovines,Bovines,201,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Cats,Cats,381,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Dogs,Dogs,11978,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Humans,Humans,59,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Other Domestic,Other Domestic,72,NA
1979,0,0,Latin America,Mexico,Mexico,NA,NA,Wildlife,Other Wild Lives,304,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Bovines,Bovines,144,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Cats,Cats,95,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Dogs,Dogs,1033,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Humans,Humans,3,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Other Domestic,Other Domestic,86,NA
1979,0,0,Latin America,South Cone,Argentina,NA,NA,Wildlife,Other Wild Lives,1,NA
1979,0,0,Latin America,South Cone,Chile,NA,NA,Dogs,Dogs,2,NA
1979,0,0,Latin America,South Cone,Paraguay,NA,NA,Bovines,Bovines,2,NA
1979,0,0,Latin America,South Cone,Paraguay,NA,NA,Cats,Cats,14,NA
1979,0,0,Latin America,South Cone,Paraguay,NA,NA,Dogs,Dogs,183,NA
1979,0,0,Latin America,South Cone,Paraguay,NA,NA,Humans,Humans,1,NA
1979,0,0,Latin America,South Cone,Paraguay,NA,NA,Wildlife,Other Wild Lives,4,NA
1979,0,0,North America,Canada,Canada,NA,NA,Bovines,Bovines,216,NA
1979,0,0,North America,Canada,Canada,NA,NA,Cats,Cats,55,NA
1979,0,0,North America,Canada,Canada,NA,NA,Dogs,Dogs,91,NA
1979,0,0,North America,Canada,Canada,NA,NA,Other Domestic,Other Domestic,63,NA
1979,0,0,North America,Canada,Canada,NA,NA,Wildlife,Other Wild Lives,1229,NA
1979,0,0,North America,United States,United States,NA,NA,Humans,Humans,3,NA
1980,0,0,Caribbean,Caribbean,Guyana,NA,NA,Bovines,Bovines,9,NA
1980,0,0,Caribbean,Caribbean,Suriname,NA,NA,Bovines,Bovines,1,NA
1980,0,0,Caribbean,Caribbean,Trinidad and Tobago,NA,NA,Bovines,Bovines,3,NA
1980,0,0,Caribbean,Caribbean,Trinidad and Tobago,NA,NA,Other Domestic,Other Domestic,1,NA
1980,0,0,Latin America,Andean Area,Bolivia,NA,NA,Cats,Cats,4,NA
1980,0,0,Latin America,Andean Area,Bolivia,NA,NA,Dogs,Dogs,718,NA
1980,0,0,Latin America,Andean Area,Bolivia,NA,NA,Humans,Humans,11,NA
1980,0,0,Latin America,Andean Area,Bolivia,NA,NA,Other Domestic,Other Domestic,1,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Bovines,Bovines,68,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Cats,Cats,126,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Dogs,Dogs,2043,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Humans,Humans,9,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Other Domestic,Other Domestic,15,NA
1980,0,0,Latin America,Andean Area,Colombia,NA,NA,Wildlife,Other Wild Lives,269,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Bovines,Bovines,36,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Cats,Cats,76,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Dogs,Dogs,2273,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Humans,Humans,18,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Other Domestic,Other Domestic,12,NA
1980,0,0,Latin America,Andean Area,Ecuador,NA,NA,Wildlife,Other Wild Lives,17,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Bovines,Bovines,9,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Cats,Cats,11,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Dogs,Dogs,362,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Humans,Humans,6,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Other Domestic,Other Domestic,14,NA
1980,0,0,Latin America,Andean Area,Peru,NA,NA,Wildlife,Other Wild Lives,4,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Bovines,Bovines,23,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Cats,Cats,33,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Dogs,Dogs,389,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Humans,Humans,6,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Other Domestic,Other Domestic,2,NA
1980,0,0,Latin America,Andean Area,Venezuela,NA,NA,Wildlife,Other Wild Lives,5,NA
1980,0,0,Latin America,Brazil,Brazil,NA,NA,Bovines,Bovines,537,NA
1980,0,0,Latin America,Brazil,Brazil,NA,NA,Cats,Cats,432,NA
1980,0,0,Latin America,Brazil,Brazil,NA,NA,Dogs,Dogs,4551,NA
1980,0,0,Latin America,Brazil,Brazil,NA,NA,Humans,Humans,155,NA
1980,0,0,Latin America,Central America,Belize,NA,NA,Bovines,Bovines,8,NA
1980,0,0,Latin America,Central America,Belize,NA,NA,Cats,Cats,3,NA
1980,0,0,Latin America,Central America,Belize,NA,NA,Dogs,Dogs,7,NA
1980,0,0,Latin America,Central America,Belize,NA,NA,Other Domestic,Other Domestic,2,NA
1980,0,0,Latin America,Central America,Costa Rica,NA,NA,Bovines,Bovines,1,NA
1980,0,0,Latin America,Central America,Costa Rica,NA,NA,Dogs,Dogs,2,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Bovines,Bovines,3,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Cats,Cats,4,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Dogs,Dogs,63,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Humans,Humans,11,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Other Domestic,Other Domestic,1,NA
1980,0,0,Latin America,Central America,El Salvador,NA,NA,Wildlife,Other Wild Lives,2,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Bovines,Bovines,12,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Cats,Cats,12,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Dogs,Dogs,273,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Humans,Humans,5,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Other Domestic,Other Domestic,2,NA
1980,0,0,Latin America,Central America,Guatemala,NA,NA,Wildlife,Other Wild Lives,3,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Bovines,Bovines,16,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Cats,Cats,17,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Dogs,Dogs,1410,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Humans,Humans,5,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Other Domestic,Other Domestic,3,NA
1980,0,0,Latin America,Central America,Honduras,NA,NA,Wildlife,Other Wild Lives,3,NA
1980,0,0,Latin America,Central America,Nicaragua,NA,NA,Bovines,Bovines,8,NA
1980,0,0,Latin America,Central America,Nicaragua,NA,NA,Cats,Cats,6,NA
1980,0,0,Latin America,Central America,Nicaragua,NA,NA,Dogs,Dogs,268,NA
1980,0,0,Latin America,Central America,Nicaragua,NA,NA,Humans,Humans,5,NA
1980,0,0,Latin America,Central America,Nicaragua,NA,NA,Wildlife,Other Wild Lives,1,NA
1980,0,0,Latin America,Central America,Panama,NA,NA,Bovines,Bovines,10,NA
1980,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Bovines,Bovines,7,NA
1980,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Cats,Cats,32,NA
1980,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Dogs,Dogs,26,NA
1980,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Other Domestic,Other Domestic,11,NA
1980,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Wildlife,Other Wild Lives,26,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Bovines,Bovines,1,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Cats,Cats,24,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Dogs,Dogs,82,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Humans,Humans,4,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Other Domestic,Other Domestic,3,NA
1980,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Wildlife,Other Wild Lives,33,NA
1980,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Cats,Cats,3,NA
1980,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Dogs,Dogs,64,NA
1980,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Humans,Humans,2,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Bovines,Bovines,371,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Cats,Cats,300,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Dogs,Dogs,9903,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Humans,Humans,40,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Other Domestic,Other Domestic,93,NA
1980,0,0,Latin America,Mexico,Mexico,NA,NA,Wildlife,Other Wild Lives,158,NA
1980,0,0,Latin America,South Cone,Argentina,NA,NA,Bovines,Bovines,68,NA
1980,0,0,Latin America,South Cone,Argentina,NA,NA,Cats,Cats,35,NA
1980,0,0,Latin America,South Cone,Argentina,NA,NA,Dogs,Dogs,550,NA
1980,0,0,Latin America,South Cone,Argentina,NA,NA,Other Domestic,Other Domestic,36,NA
1980,0,0,Latin America,South Cone,Argentina,NA,NA,Wildlife,Other Wild Lives,3,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Bovines,Bovines,4,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Cats,Cats,9,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Dogs,Dogs,291,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Humans,Humans,6,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Other Domestic,Other Domestic,1,NA
1980,0,0,Latin America,South Cone,Paraguay,NA,NA,Wildlife,Other Wild Lives,6,NA
1980,0,0,North America,Canada,Canada,NA,NA,Bovines,Bovines,125,NA
1980,0,0,North America,Canada,Canada,NA,NA,Cats,Cats,53,NA
1980,0,0,North America,Canada,Canada,NA,NA,Dogs,Dogs,51,NA
1980,0,0,North America,Canada,Canada,NA,NA,Other Domestic,Other Domestic,51,NA
1980,0,0,North America,Canada,Canada,NA,NA,Wildlife,Other Wild Lives,1032,NA
1981,0,0,Caribbean,Caribbean,French Guiana,NA,NA,Bovines,Bovines,4,NA
1981,0,0,Caribbean,Caribbean,Grenada,NA,NA,Bovines,Bovines,4,NA
1981,0,0,Caribbean,Caribbean,Grenada,NA,NA,Dogs,Dogs,5,NA
1981,0,0,Caribbean,Caribbean,Grenada,NA,NA,Other Domestic,Other Domestic,5,NA
1981,0,0,Caribbean,Caribbean,Grenada,NA,NA,Wildlife,Other Wild Lives,37,NA
1981,0,0,Caribbean,Caribbean,Guyana,NA,NA,Bovines,Bovines,12,NA
1981,0,0,Caribbean,Caribbean,Suriname,NA,NA,Bovines,Bovines,1,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Bovines,Bovines,332,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Cats,Cats,11,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Dogs,Dogs,1184,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Humans,Humans,6,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Other Domestic,Other Domestic,7,NA
1981,0,0,Latin America,Andean Area,Bolivia,NA,NA,Wildlife,Other Wild Lives,1,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Bovines,Bovines,161,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Cats,Cats,369,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Dogs,Dogs,5939,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Humans,Humans,27,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Other Domestic,Other Domestic,21,NA
1981,0,0,Latin America,Andean Area,Colombia,NA,NA,Wildlife,Other Wild Lives,322,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Bovines,Bovines,44,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Cats,Cats,79,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Dogs,Dogs,1515,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Humans,Humans,33,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Other Domestic,Other Domestic,19,NA
1981,0,0,Latin America,Andean Area,Ecuador,NA,NA,Wildlife,Other Wild Lives,27,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Bovines,Bovines,29,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Cats,Cats,75,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Dogs,Dogs,1452,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Humans,Humans,29,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Other Domestic,Other Domestic,19,NA
1981,0,0,Latin America,Andean Area,Peru,NA,NA,Wildlife,Other Wild Lives,9,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Bovines,Bovines,71,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Cats,Cats,78,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Dogs,Dogs,2910,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Humans,Humans,16,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Other Domestic,Other Domestic,8,NA
1981,0,0,Latin America,Andean Area,Venezuela,NA,NA,Wildlife,Other Wild Lives,9,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Bovines,Bovines,2407,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Cats,Cats,222,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Dogs,Dogs,2850,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Humans,Humans,138,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Other Domestic,Other Domestic,455,NA
1981,0,0,Latin America,Brazil,Brazil,NA,NA,Wildlife,Other Wild Lives,4,NA
1981,0,0,Latin America,Central America,Belize,NA,NA,Bovines,Bovines,3,NA
1981,0,0,Latin America,Central America,Belize,NA,NA,Dogs,Dogs,3,NA
1981,0,0,Latin America,Central America,Belize,NA,NA,Other Domestic,Other Domestic,1,NA
1981,0,0,Latin America,Central America,Costa Rica,NA,NA,Bovines,Bovines,1,NA
1981,0,0,Latin America,Central America,Costa Rica,NA,NA,Cats,Cats,1,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Bovines,Bovines,22,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Cats,Cats,9,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Dogs,Dogs,119,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Humans,Humans,10,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Other Domestic,Other Domestic,3,NA
1981,0,0,Latin America,Central America,El Salvador,NA,NA,Wildlife,Other Wild Lives,5,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Bovines,Bovines,24,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Cats,Cats,21,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Dogs,Dogs,354,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Humans,Humans,3,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Other Domestic,Other Domestic,2,NA
1981,0,0,Latin America,Central America,Guatemala,NA,NA,Wildlife,Other Wild Lives,8,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Bovines,Bovines,26,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Cats,Cats,20,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Dogs,Dogs,227,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Humans,Humans,10,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Other Domestic,Other Domestic,2,NA
1981,0,0,Latin America,Central America,Honduras,NA,NA,Wildlife,Other Wild Lives,14,NA
1981,0,0,Latin America,Central America,Nicaragua,NA,NA,Bovines,Bovines,1,NA
1981,0,0,Latin America,Central America,Nicaragua,NA,NA,Cats,Cats,4,NA
1981,0,0,Latin America,Central America,Nicaragua,NA,NA,Dogs,Dogs,42,NA
1981,0,0,Latin America,Central America,Nicaragua,NA,NA,Humans,Humans,2,NA
1981,0,0,Latin America,Central America,Nicaragua,NA,NA,Wildlife,Other Wild Lives,2,NA
1981,0,0,Latin America,Central America,Panama,NA,NA,Bovines,Bovines,2,NA
1981,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Bovines,Bovines,17,NA
1981,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Cats,Cats,20,NA
1981,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Dogs,Dogs,35,NA
1981,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Other Domestic,Other Domestic,3,NA
1981,0,0,Latin America,Latin Caribbean,Cuba,NA,NA,Wildlife,Other Wild Lives,21,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Bovines,Bovines,9,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Cats,Cats,56,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Dogs,Dogs,194,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Humans,Humans,2,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Other Domestic,Other Domestic,2,NA
1981,0,0,Latin America,Latin Caribbean,Dominican Republic,NA,NA,Wildlife,Other Wild Lives,27,NA
1981,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Cats,Cats,1,NA
1981,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Dogs,Dogs,61,NA
1981,0,0,Latin America,Latin Caribbean,Haiti,NA,NA,Humans,Humans,8,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Bovines,Bovines,25,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Cats,Cats,50,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Dogs,Dogs,2025,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Humans,Humans,59,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Other Domestic,Other Domestic,4,NA
1981,0,0,Latin America,Mexico,Mexico,NA,NA,Wildlife,Other Wild Lives,36,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Bovines,Bovines,78,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Cats,Cats,29,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Dogs,Dogs,469,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Humans,Humans,3,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Other Domestic,Other Domestic,47,NA
1981,0,0,Latin America,South Cone,Argentina,NA,NA,Wildlife,Other Wild Lives,2,NA
1981,0,0,Latin America,South Cone,Chile,NA,NA,Dogs,Dogs,6,NA
1981,0,0,Latin America,South Cone,Paraguay,NA,NA,Bovines,Bovines,8,NA
1981,0,0,Latin America,South Cone,Paraguay,NA,NA,Cats,Cats,9,NA
1981,0,0,Latin America,South Cone,Paraguay,NA,NA,Dogs,Dogs,187,NA
1981,0,0,Latin America,South Cone,Paraguay,NA,NA,Humans,Humans,5,NA
1981,0,0,Latin America,South Cone,Paraguay,NA,NA,Wildlife,Other Wild Lives,6,NA
1981,0,0,North America,Canada,Canada,NA,NA,Bovines,Bovines,334,NA
1981,0,0,North America,Canada,Canada,NA,NA,Cats,Cats,78,NA
1981,0,0,North America,Canada,Canada,NA,NA,Dogs,Dogs,83,NA
1981,0,0,North America,Canada,Canada,NA,NA,Other Domestic,Other Domestic,94,NA
1981,0,0,North America,Canada,Canada,NA,NA,Wildlife,Other Wild Lives,1626,NA
1981,0,0,North America,United States,United States,NA,NA,Humans,Humans,1,NA
1982,0,0,Caribbean,Caribbean,Grenada,NA,NA,Bovines,Bovines,5,NA
1982,0,0,Caribbean,Caribbean,Grenada,NA,NA,Dogs,Dogs,1,NA
1982,0,0,Caribbean,Caribbean,Grenada,NA,NA,Other Domestic,Other Domestic,6,NA
1982,0,0,Caribbean,Caribbean,Grenada,NA,NA,Wildlife,Other Wild Lives,21,NA
1982,0,0,Caribbean,Caribbean,Guyana,NA,NA,Cats,Cats,8,NA
1982,0,0,Caribbean,Caribbean,Suriname,NA,NA,Wildlife,Other Wild Lives,1,NA
1982,0,0,Caribbean,Caribbean,Trinidad and Tobago,NA,NA,Bovines,Bovines,2,NA
1982,0,0,Caribbean,Caribbean,Trinidad and Tobago,NA,NA,Dogs,Dogs,1,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Bovines,Bovines,159,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Cats,Cats,13,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Dogs,Dogs,593,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Humans,Humans,13,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Other Domestic,Other Domestic,9,NA
1982,0,0,Latin America,Andean Area,Bolivia,NA,NA,Wildlife,Other Wild Lives,2,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Bovines,Bovines,139,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Cats,Cats,105,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Dogs,Dogs,1726,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Humans,Humans,18,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Other Domestic,Other Domestic,11,NA
1982,0,0,Latin America,Andean Area,Colombia,NA,NA,Wildlife,Other Wild Lives,18,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Bovines,Bovines,45,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Cats,Cats,125,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Dogs,Dogs,1903,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Humans,Humans,44,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Other Domestic,Other Domestic,18,NA
1982,0,0,Latin America,Andean Area,Ecuador,NA,NA,Wildlife,Other Wild Lives,22,NA
1982,0,0,Latin America,Andean Area,Peru,NA,NA,Bovines,Bovines,32,NA
1982,0,0,Latin America,Andean Area,Peru,NA,NA,Cats,Cats,131,NA
1982,0,0,Latin America,Andean Area,Peru,NA,NA,Dogs,Dogs,1913,NA
1982,0,0,Latin America,Andean Area,Peru,NA,NA,Humans,Humans,34,NA
