"NAME_1","GID_1"
"Atlantida","HND.1_1"
"Choluteca","HND.2_1"
"Colon","HND.3_1"
"Comayagua","HND.4_1"
"Copan","HND.5_1"
"Cortes","HND.6_1"
"El Paraiso","HND.7_1"
"Francisco Morazan","HND.8_1"
"Gracias a Dios","HND.9_1"
"Intibuca","HND.10_1"
"Islas de la Bahia","HND.11_1"
"La Paz","HND.12_1"
"Lempira","HND.13_1"
"Ocotepeque","HND.14_1"
"Olancho","HND.15_1"
"Santa Barbara","HND.16_1"
"Valle","HND.17_1"
"Yoro","HND.18_1"
"Sin Informacion","Sin Informacion"
