"NAME_1","GID_1"
"Arima","TTO.1_1"
"Chaguanas","TTO.2_1"
"Couva-Tabaquite-Talparo","TTO.3_1"
"Diego Martin","TTO.4_1"
"Mayaro/Rio Claro","TTO.5_1"
"Penal-Debe","TTO.6_1"
"Point Fortin","TTO.7_1"
"Port of Spain","TTO.8_1"
"Princes Town","TTO.9_1"
"San Fernando","TTO.10_1"
"San Juan-Laventille","TTO.11_1"
"Sangre Grande","TTO.12_1"
"Siparia","TTO.13_1"
"Tobago","TTO.14_1"
"Tunapuna/Piarco","TTO.15_1"
"Sin Informacion","Sin Informacion"
