"NAME_1","GID_1"
"Alberta","CAN.1_1"
"British Columbia","CAN.2_1"
"Manitoba","CAN.3_1"
"New Brunswick","CAN.4_1"
"Newfoundland and Labrador","CAN.5_1"
"Northwest Territories","CAN.6_1"
"Nova Scotia","CAN.7_1"
"Nunavut","CAN.8_1"
"Ontario","CAN.9_1"
"Prince Edward Island","CAN.10_1"
"Quebec","CAN.11_1"
"Saskatchewan","CAN.12_1"
"Yukon","CAN.13_1"
"Sin Informacion","Sin Informacion"
"Newfoundland","CAN.5_1"
