"NAME_1","GID_1"
"Ahuachapan","SLV.1_1"
"Cabanas","SLV.2_1"
"Chalatenango","SLV.3_1"
"Cuscatlan","SLV.4_1"
"La Libertad","SLV.5_1"
"La Paz","SLV.6_1"
"La Union","SLV.7_1"
"Morazan","SLV.8_1"
"San Miguel","SLV.9_1"
"San Salvador","SLV.10_1"
"San Vicente","SLV.11_1"
"Santa Ana","SLV.12_1"
"Sonsonate","SLV.13_1"
"Usulutan","SLV.14_1"
"Sin Informacion","Sin Informacion"
