"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"BOL.1_1",0.14218291228292,0.966964610636474,0.159559196295354,26.8,25,56,4,0.409090909090909,0,0,"Y"
"BOL.2_1",0.0512907114770657,0.933669733869589,0.0965693316765723,84.6,98,171,3,0.169811320754717,0,0,"Y"
"BOL.3_1",0.236159044504394,1.0180525903796,0.241170008191876,7.4,8,19,12,1.58333333333333,0,2,"Y"
"BOL.4_1",0.0031917895499145,0.819495373618549,0.0851811728537431,32.6,11,48,3,0.215686274509804,0,3,"Y"
"BOL.5_1",0.0145756449527502,0.936413114191836,0.0343234299039493,21.4,17,44,3,0.51219512195122,0,3,"Y"
"BOL.6_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BOL.7_1",0.086232203948084,0.97315927571818,0.0942068108239256,11.6,6,18,6,1.21428571428571,0,0,"Y"
"BOL.8_1",NA,NA,NA,148.2,88,154,1,0.0508474576271186,0,0,"Y"
"BOL.9_1",0.0000958288660694029,1.06969009418801,0.000622195117896519,20.2,29,93,7,1.48,0,3,"Y"
