"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"BOL.1_1",0,74287739418859257856,0.99954134392086,15,7,72,34,1.38461538461538,0,0,"Y"
"BOL.2_1",2.65121258280487e-13,1.26198363525791,0.000248166776811315,69.6,38,346,34,1.69565217391304,0,0,"Y"
"BOL.3_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BOL.4_1",0,75481131601653448704,0.999543008131297,26.8,16,127,33,1.13793103448276,0,0,"Y"
"BOL.5_1",3.8298492843758e-07,1.13584247917806,0.000359199684525631,3.6,4,17,31,4.63636363636364,0,0,"Y"
"BOL.6_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BOL.7_1",1.12132525487141e-14,1.3320033376304,0.000763144955849173,7,4,33,30,1.95238095238095,0,0,"Y"
"BOL.8_1",4.21884749357559e-15,1.37825443433047,0.00141700937580596,38.4,47,190,31,1.95238095238095,0,0,"Y"
"BOL.9_1",5.89528426075958e-14,1.29830853018378,0.000468721967521794,7.4,7,36,33,2.44444444444444,0,0,"Y"
