"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"BOL.1_1",0.00678975925756609,0.748496561822354,0.159820903773316,33,11,59,3,0.169811320754717,1,3,"Y"
"BOL.2_1",0.00481585880242108,1.19183140617798,0.085188608880702,123.6,38,217,4,0.107142857142857,0,0,"Y"
"BOL.3_1",7.41728589659374e-09,1.15868769327429,0.000142899314848234,3.2,2,15,27,3.76923076923077,0,1,"Y"
"BOL.4_1",NA,NA,NA,56.6,17,69,1,0.0508474576271186,0,0,"Y"
"BOL.5_1",2.72769227658287e-05,1.11805932639777,0.00194468566917313,20.6,8,31,5,0.58974358974359,0,0,"Y"
"BOL.6_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BOL.7_1",0.0167304286955779,0.948664621503032,0.0295881066795348,15.8,6,29,6,0.51219512195122,1,0,"Y"
"BOL.8_1",0.00142595001581214,44280012828210708480,0.999487650286624,226.8,87,338,3,0.107142857142857,0,0,"Y"
"BOL.9_1",0.00208389929068797,0.951567754370802,0.00432558882373473,8.4,7,4,7,1.81818181818182,1,5,"N"
